Name_cn,ID,Last_Name,Zi,Name_en,Affiliation,Dynasty,Birth_year,Death_year,Life_Span,Father,Father_ID,Native_place,Gender,Jun,Xian,Note,
吴硕,1123,吴,,Wu shuo,汉,EastHan,,,,,,,,,,议郎，董承心腹。其事唯见于刘备转裴松之注引《献帝起居注》,
龚都,1124,龚,,Gong du,汉,EastHan,,,,,,,,,,汉末黄巾将领。官渡之战，刘备与其和。后事不详,
蔡阳,1125,蔡,,Cai yang,汉,EastHan,,201,,,,,,,,一作蔡扬。曹操将。201年刘备与黄巾将龚都合流。曹操遣蔡阳攻刘备，为备所杀。后曹操亲征，刘备转投刘表,
孙乾,1126,孙,公祐,Sun gan,汉,EastHan,,,,,,青州,,北海,,在刘备主徐州时追随他。刘备得益州，官秉忠将军,
蔡瑁,1127,蔡,德珪,Cai mao,汉,EastHan,,,,,,南郡襄阳,,南郡,襄阳,刘表继妻蔡氏之兄。南阳豪族。任刘表镇南将军军师。208年曹操入荆州，与蒯越共迫刘琮降曹操。仕曹操，从事中郎、司马、长水校尉，封侯,
蒯越,1128,蒯,异度,Kuai yue,汉,EastHan,,214,,,,南郡中庐,,南郡,中庐,南郡望族之一。曾为何进所辟，任东曹掾。预见何进将败。190年刘表主荆州，以其为智囊，助刘表掌荆州。后降曹操，光禄勋。,
宋忠,1129,宋,仲子,Song zhong,汉,EastHan,,219,,,,南阳章陵,,南阳,章陵,刘表主荆州，宋忠在其麾下。后降魏。魏讽反，宋忠子与焉，与其子并死,
鲁肃,1130,鲁,子敬,Lu su,汉,EastHan,172,217,46,,,临淮东城,,临淮,东城,家饶于财。少轻侠。,
赵云,1131,赵,子龙,Zhao yun,汉，蜀,Shu,,229,,,,常山真定,,常山,真定,历任牙门将军、偏将军、翊军将军、领中护军、征南将军、镇东将军,
刘琦,1132,刘,,Liu qi,汉,EastHan,,209,,刘表,80,山阳高平,,山阳,高平,赤壁之战后，刘备表刘琦为荆州刺史，次年卒,
吴巨,1133,吴,,Wu ju,汉,EastHan,,,,,,荆州,,长沙,,官至苍梧太守，与刘备旧识。刘表死后，刘备尝欲依吴巨，不果。后为步骘所杀,
程普,1134,程,德谋,Cheng pu,汉,EastHan,,210,,,,右北平土垠,,右北,平土垠,孙坚时即随四处征战。佐孙坚，孙策，孙权。历任吴郡都尉，荡寇中郎将，都督，折冲将军。,
金旋,1135,金,元机,Jin xuan,汉,EastHan,,209,,,,京兆,,京兆,,历任黄门郎、汉阳太守，征拜议郎，迁中郎将。领武陵太守（209）时为刘备攻劫死,
韩玄,1136,韩,,Han xuan,汉,EastHan,,,,,,,,,,长沙太守，209年，为刘备所攻，降，仍任长沙太守,
赵范,1137,赵,,Zhao fan,汉,EastHan,,,,,,,,,,桂阳太守，209年，为刘备所攻，降,
刘度,1138,刘,,Liu du,汉,EastHan,,,,,,,,,,零陵太守，209年，为刘备所攻，降,
殷观,1139,殷,孔休,Yin guan,汉,EastHan,,,,,,荆州,,,,刘备任荆州牧时谋士，劝刘备拒孙权攻蜀之计。升别驾从事。其事仅见刘备传,
孙瑜,1140,孙,仲异,Sun yu,汉,EastHan,177,215,39,孙静,209,,,,,孙坚弟孙静次子，孙权堂兄。恭义校尉，丹阳太守，奋威将军,
庞统,1141,庞,士元,Pang tong,汉,EastHan,179,214,36,,,襄阳襄阳,,襄阳,襄阳,曾为周瑜功曹。后归刘备，攻雒城时为流矢所中，死,
杨怀,1142,杨,,Yang huai,汉,EastHan,,212,,,,,,,,刘璋将，白水军督。与杨沛并称刘璋名将，为刘备所杀,
卓膺,1143,卓,,Zhuo ying,汉,EastHan,,,,,,,,,,刘备将，与黄忠一起攻刘璋。其事仅见刘备传，且后事不详,
刘璝,1144,刘,,Liu gui,汉,EastHan,,,,,,,,,,刘璋将，刘备攻益州时，守涪城，后败退绵竹,
邓贤 ,1145,邓,,Deng xian ,汉,EastHan,,,,,,,,,,刘璋将，刘备攻益州时，守涪城，后败退绵竹。另有一邓贤，为孟达外甥，未详其为一人或两人,
冷苞,1146,冷,,Leng bao,汉,EastHan,,,,,,,,,,刘璋将，刘备攻益州时，守涪城，后败退绵竹,
张任,1147,张,,Zhang ren,汉,EastHan,,214,,,,蜀郡,,蜀郡,,刘璋将，刘备攻益州时，守涪城，后败退被擒，宁死不降，被斩,
李严,1148,李,正方,Li yan,汉，蜀,Shu,,234,,,,荆州,,南阳,,后改名李平。初为刘璋属下。刘璋遣其拒刘备，李严率众降。与诸葛亮同守刘备托孤，后行事不谨，苟利其身，贬为庶民。尝劝诸葛亮加九锡,
赵戬,1149,赵,叔茂,Zhao jian,汉,EastHan,,220,,,,京兆长陵,,京兆,长陵,赵岐从子。王允任尚书令时赵戬为尚书选部郎。王允死，赵戬弃官奔丧。后客居荆州依刘表。曹操定荆州，为丞相掾。后为五官将司马、相国钟繇长史。年六十余卒,
傅干,1150,傅,彦材,Fu gan,汉，魏,Wei,175,,,,,北地泥阳,,北地,泥阳,傅玄父。曾任丞相掾，曹操参军。入魏，为扶风太守,
简雍,1151,简,宪和,Jian yong,汉，蜀,Shu,,,,,,涿郡,,涿郡,,刘备起事初（184）即随刘备，211年劝刘璋投降。刘备得益州，拜为昭德将军。为人随性自然,
董和,1152,董,幼宰,Dong he,汉，蜀,Shu,,,,,,南郡枝江,,南郡,枝江,原属刘璋，后降刘备。刘备拜为掌军中郎将。董允父,
吴懿,1153,吴,子远,Wu yi,汉，蜀,Shu,,237,,,,陈留,,陈留,,《三国志》作吴壹，避司马懿讳。在刘璋手下任中郎将。其妹为刘璋子瑁妻。瑁死守寡，后为刘备所娶。仕蜀，护军、讨逆将军、左将军、车骑将军,
费观,1154,费,宾伯,Fei guan,汉，蜀,Shu,,,,,,江夏𫑡,,江夏,𫑡,刘璋生母，乃费观之族姑，其妻为刘璋女。后降刘备。拜为裨将军，历任巴郡太守、江州都督,
彭羕,1155,彭,永年,Peng yang,汉，蜀,Shu,,,,,,益州,,广汉,,初仕刘璋，为人所谤，髠钳。后投刘备。刘备领益州牧，为治中从事。后被贬，有怨言，斩，年37,
刘巴,1156,刘,子初,Liu ba,汉，蜀,Shu,,222,,,,零陵烝阳,,零陵,烝阳,初为零陵吏，曹操征荆州，刘巴投之。赤壁后，奉曹操命招降长沙、零陵、桂阳，然三郡已属刘备。不得已投交趾士燮，后辗转投刘璋。刘璋为刘备攻降，刘巴亦降。刘备为汉中王，拜刘巴尚书，尚书令,
吕蒙,1157,吕,子明,Lv meng,汉,EastHan,178,220,43,,,汝南富陂,,汝南,富陂,,
雷铜,1158,雷,,Lei tong,汉,EastHan,,218,,,,,,,,刘备破张郃，夏侯渊，有取汉中之意，遣吴兰，雷铜入武都。二人败死,
射援,1159,射,文雄,She yuan,汉,EastHan,,,,,,扶风,,扶风,,其妻为皇甫嵩女。仕刘备，为议曹从事中郎军议中郎将，从事中郎,
赵颙,1160,赵,,Zhao yong,魏,Wei,,,,,,,,,,其人不详。仅见刘备传。曹操署其为益州刺史，与夏侯渊同死,
皇甫嵩,1161,皇甫,义真,Huangfu song,汉,EastHan,,195,,,,安定朝那,,安定,朝那,初举孝廉、茂才。灵帝时入仕。黄巾起，嵩任左中郎将，持节，同卢植，朱儁等讨黄巾，有功。,
射坚,1162,射,文固,She jian,汉,EastHan,,,,,,扶风,,扶风,,射援兄。三辅乱，与其弟投刘璋，后归刘备。广汉太守，蜀郡太守,
黄忠,1163,黄,汉升,Huang zhong,汉,EastHan,,,,,,荆州,,南阳,,原为刘表手下中郎将，后归刘备，历任讨虏将军、征西将军，官至后将军,
赖恭,1164,赖,,Lai gong,汉，蜀,Shu,,,,,,零陵,,零陵,,初仕刘表，为交州刺史。刘表死，投刘备。刘备为汉中王，赖恭任太常,
魏延,1165,魏,文长,Wei yan,汉，蜀,Shu,,234,,,,荆州,,义阳,,以私兵随刘备入蜀，备为汉中王，拜魏延为督汉中镇远将军、汉中太守。多次参与北伐。诸葛亮死，与杨仪争权，败死,
刘豹,1166,刘,,Liu bao,汉，蜀,Shu,,,,,,,,,,故议郎阳泉侯。其人仅见刘备传之劝进称帝表,
向举,1167,向,,Xiang ju,汉，蜀,Shu,,,,,,,,,,蜀汉青衣侯。其人仅见刘备传之劝进称帝表,
张裔,1168,张,君嗣,Zhang yi,汉，蜀,Shu,166,230,65,,,蜀郡成都,,蜀郡,成都,刘璋任益州牧时为孝廉，鱼复长。刘备入蜀，归之。历任巴郡太守，司金中郎将，益州太守。被雍闿送至东吴。后吴蜀和好，回蜀。,
殷纯,1169,殷,,Yin chun,汉，蜀,Shu,,,,,,,,,,蜀汉大司马属。其人仅见刘备传之劝进称帝表,
赵莋,1170,赵,,Zhao ji,汉，蜀,Shu,,,,,,,,,,蜀汉益州别驾从事。其人仅见刘备传之劝进称帝表,
杨洪,1171,杨,季休,Yang hong,汉，蜀,Shu,,228,,,,犍为武阳,,犍为,武阳,初仕刘璋，后归刘备。蜀郡太守，益州治中从事，忠节将军，越骑校尉,
何宗,1172,何,彦英,He zong,汉，蜀,Shu,,,,,,蜀郡郫县,,蜀郡,郫县,刘璋牧益州时为犍为太守。刘备领益州牧任从事祭酒。刘备称帝升任大鸿胪,
杜琼,1173,杜,伯瑜,Du qiong,汉，蜀,Shu,,250,,,,蜀郡成都,,蜀郡,成都,刘璋时为从事。刘备时任议曹从事。历任谏议大夫，左中郎将、大鸿胪、太常,
张爽,1174,张,,Zhang shuang,汉，蜀,Shu,,,,,,,,,,蜀汉益州劝学从事。其人仅见刘备传之劝进称帝表,
尹默,1175,尹,思潜,Yin mo,汉，蜀,Shu,,,,,,梓潼涪城,,梓潼,涪城,蜀汉益州劝学从事，太子仆，谏议大夫，太中大夫,
谯周,1176,谯,允南,Qiao zhou,汉，蜀，晋,Jin,199,270,72,,,巴西西充,,巴西,西充,有才学。蜀汉劝学从事，太子仆，中散大夫，光禄大夫。魏伐蜀，谯周劝刘禅投降,
王谋,1177,王,元泰,Wang mou,汉，蜀,Shu,,,,,,汉嘉,,汉嘉,,蜀汉名士，仕刘焉，刘璋。刘备为汉中王，王谋任少府，后继赖恭为太常,
许慈,1178,许,仁笃,Xu ci,汉，蜀,Shu,,,,,,南阳,,南阳,,蜀汉 博士,
孟光,1179,孟,孝裕,Meng guang,汉，蜀,Shu,,,,,,河南洛阳,,河南,洛阳,汉末避乱入蜀。刘备时任议郎，后官至大司农,
韩冉,1180,韩,,Han ran,蜀,Shu,,,,,,,,,,刘备任汉中王时军谋掾。曹操死，刘备派其去吊丧,
刘永,1181,刘,公寿,Liu yong,汉，蜀,Shu,,,,刘备,8,,,,,刘备庶子,
刘理,1182,刘,奉孝,Liu li,汉，蜀,Shu,,,,刘备,8,,,,,刘备庶子,
吴班,1183,吴,元雄,Wu ban,汉，蜀,Shu,,,,,,陈留,,陈留,,刘备时任领军；刘禅时任骠骑将军、假节，绵竹侯,
冯习,1184,冯,休元,Feng xi,汉，蜀,Shu,,222,,,,南郡,,南郡,,夷陵之战与吴班在巫攻破李异等。后来兵败，为潘璋所杀,
马良,1185,马,季常,Ma liang,汉，蜀,Shu,187,222,36,,,襄阳宜城,,襄阳,宜城,刘备侍中，马谡兄。死于夷陵之战,
张南,1186,张,文进,Zhang nan,汉，蜀,Shu,,222,,,,,,,,刘备将，自荆州从刘备入蜀。夷陵之战与吴班均为吴军所杀,
宗玮,1187,宗,,Zong wei,汉，蜀,Shu,,,,,,,,,,蜀汉人物，仅见刘备传,
黄元,1188,黄,,Huang yuan,汉，蜀,Shu,,223,,,,,,,,蜀将，汉嘉太守。夷陵之战刘备败，举兵拒收，后败亡,
陈曶,1189,陈,,Chen hu,汉，蜀,Shu,,,,,,,,,,蜀汉将军,
葛洪,1190,葛,稚川,Ge hong,晋,Jin,283,343,61,,,丹阳句容,,丹阳,句容,,
李意奇,1191,李,,Li yiqi,蜀,Shu,,,,,,蜀郡,,蜀郡,,葛洪神仙传称“仙人”,
刘括,1192,刘,,Liu kuo,汉,EastHan,,,,,,司隶扶风,,司隶,扶风,见后主传，裴松之注引《魏略》,
杜微,1193,杜,国辅,Du wei,汉，蜀,Shu,,,,,,梓潼涪城,,梓潼,涪城,刘璋曾辟微为从事。诸葛亮后来任其为谏议大夫,
朱褒,1194,朱,,Zhu bao,汉，蜀,Shu,,,,,,益州,,朱提,,牂牁太守，223年拥众反,
常房,1195,常,,Chang fang,汉，蜀,Shu,,,,,,,,,,益州从事。李严派其行察牂牁。常房怀疑牂牁太守朱褒谋反，杀其主簿。朱褒怒，攻杀常房，诬以谋反,
高定,1196,高,,Gao ding,汉，蜀,Shu,,225,,,,越巂,,越巂,,越巂夷王，雍闿反，高定与之。后死于诸葛亮南伐,
邓芝,1197,邓,伯苗,Deng zhi,汉，蜀,Shu,178,251,74,,,义阳新野,,义阳,新野,蜀汉大臣。刘备死，邓芝出使吴国，和好两国关系。官至车骑将军,
王双,1198,王,,Wang shuang,魏,Wei,,229,,,,,,,,曹魏将。诸葛亮二次北伐时追击撤退蜀军时被杀,
刘胄,1199,刘,,Liu zhou,蜀,Shu,,,,,,,,,,南夷豪帅，234年反，为马忠所平,
马忠,1200,马,德信,Ma zhong,蜀,Shu,,249,,,,巴西阆中,,巴西,阆中,原名狐笃。蜀将，抚南人有方。官至镇南将军,
杨仪,1201,杨,威公,Yang yi,汉，蜀,Shu,,235,,,,襄阳,,襄阳,,起初为曹操所署荆州刺史傅群的主簿。后私投关羽。关羽遣其入蜀，得刘备赏识。诸葛亮北伐，为随军长史。与魏延不和。诸葛亮死，杨仪杀魏延，夷其三族。后不满蒋琬位在己上，多有狂言。下狱死,
蒋琬,1202,蒋,公琰,Jiang wan,蜀,Shu,,246,,,,零陵湘乡,,零陵,湘乡,随刘备入蜀。诸葛亮开府，蒋琬为其东曹掾。亮死，蒋琬代其位。尚书令，假节，领益州刺史，大将军,
苻健,1203,苻,,Fu jian,蜀,Shu,,,,,,,,,,武都氐王,
刘璿,1204,刘,文衡,Liu xuan,蜀,Shu,224,264,41,刘禅,989,,,,,刘禅长子，钟会之乱死于军中,
刘瑶,1205,刘,,Liu yao,蜀,Shu,,,,刘禅,989,,,,,刘禅次子,
张嶷,1206,张,伯岐,Zhang yi,蜀,Shu,,254,,,,巴郡南充,,巴郡,南充,起家为县功曹。后长期任越巂太守。254年随姜维北伐，死,
费祎,1207,费,文伟,Fei yi,蜀,Shu,,253,,,,江夏𫑡,,江夏,𫑡,诸葛亮北伐，曾任参军。又多次出使东吴。后为中护军，司马，尚书令。为魏降将所刺杀,
王平,1208,王,子均,Wang ping,蜀,Shu,,248,,,,巴西宕渠,,巴西,宕渠,初随杜濩、朴胡诣洛阳。217年随曹操攻打汉中，降刘备。数次参与北伐。一名何平,
白虎文,1209,白,,Bai huwen,蜀,Shu,,,,,,,,,,凉州胡王,
治无戴,1210,治,,Zhi wudai,蜀,Shu,,,,,,,,,,凉州胡王,
郭循,1211,郭,,Guo xun,魏,Wei,,253,,,,,,,,魏降人，刺杀费祎,
刘琮,1212,刘,,Liu cong,蜀,Shu,,,,刘禅,989,,,,,刘禅子，与刘表子同名。死于蜀亡前一年,
胡济,1213,胡,伟度,Hu ji,蜀,Shu,,,,,,义阳郡义阳县,,义阳,义阳,曾任诸葛亮主簿。镇西大将军，右骠骑将军。256年与姜维期会上邽，失期不至，致姜维被邓艾所破，大败,
刘瓒,1214,刘,,Liu zan,蜀,Shu,,,,刘禅,989,,,,,刘禅子,
黄皓,1215,黄,,Huang hao,蜀,Shu,,,,,,,,,,宦官，为刘禅所宠，直至蜀亡,
孙亮,1216,孙,子明,Sun liang,吴,Wu,244,260,17,孙权,9,,,,,孙权幼子。孙登死，孙和，孙霸废。孙权越过其他儿子，立其为太子。在位六年。期间诸葛恪，孙峻，孙𬘭相继专政。终为孙𬘭所废。后死于流放途中,
刘谌,1217,刘,,Liu chen,蜀,Shu,,263,,刘禅,989,,,,,刘禅子，蜀亡殉国,
刘恂,1218,刘,,Liu xun,蜀,Shu,,,,刘禅,989,,,,,刘禅子。后袭封安乐县公,
刘虔,1219,刘,,Liu qian,蜀,Shu,,,,刘禅,989,,,,,刘禅子,
张绍,1220,张,镇国,Zhang shao,蜀,Shu,,,,张飞,66,,,,,张飞次子。侍中。刘禅降邓艾，张绍等奉印缓于邓艾,
邓良,1221,邓,,Deng liang,蜀,Shu,,,,邓芝,1197,义阳新野,,义阳,新野,邓芝子。驸马都尉，尚书左选郎。刘禅降邓艾，邓良等奉印缓于邓艾。仕晋广汉太守,
张峻,1222,张,,Zhang jun,蜀,Shu,,,,,,,,,,蜀汉末年太常,
汝超,1223,汝,,Ru chao,蜀,Shu,,,,,,,,,,蜀汉末年益州别驾,
蒋显,1224,蒋,,Jiang xian,蜀,Shu,,,,蔣琬,#N/A,零陵湘乡,,零陵,湘乡,蒋琬子。蜀汉末年太仆，刘禅遣其命姜维投降。钟会之乱与其兄俱死,
李虎,1225,李,,Li hu,蜀,Shu,,,,,,,,,,蜀汉末年尚书郎。,
樊建,1226,樊,长元,Fan jian,蜀，晋,Jin,,,,,,义阳,,义阳,,在蜀汉官至侍中，守尚书令。蜀亡后迁至洛阳，任相国参军，散骑常侍，给事中,
张通,1227,张,,Zhang tong,蜀，晋,Jin,,,,,,,,,,在蜀汉为殿中督。降晋，封列侯,
吴乔,1228,吴,,Wu qiao,晋,Jin,,,,,,,,,,吴懿孙，“没李雄中三十年，不为雄屈也”,
诸葛珪,1229,诸葛,君贡,Zhuge gui,汉,EastHan,,,,,,琅琊阳都,,琅琊,阳都,诸葛亮父，汉末为泰山郡丞。早卒,
诸葛玄,1230,诸葛,,Zhuge xuan,汉,EastHan,,,,,,琅琊阳都,,琅琊,阳都,诸葛亮从父，为袁术所署豫章太守。玄将诸葛亮及亮弟均之官。 后一起依刘表,
诸葛均,1231,诸葛,,Zhuge jun,汉，蜀,Shu,,,,诸葛珪,1229,琅琊阳都,,琅琊,阳都,诸葛亮弟。其事不详。只知后来也在蜀，为长水校尉,
周术,1232,周,,Zhou zhu,汉,EastHan,,,,,,,,,,汉末豫章太守,
朱皓,1233,朱,文明,Zhu hao,汉,EastHan,,195,,朱儁,#N/A,会稽上虞,,会稽,上虞,朱儁之子。周术死后，汉庭派其接任豫章太守。与刘繇联手攻击袁术所署豫章太守诸葛玄。刘繇派笮融帮朱皓，笮融诈杀朱皓，自领豫章太守,
刘繇,1234,刘,正礼,Liu yao,汉,EastHan,156,197,42,,,东莱牟平,,东莱,牟平,汉宗室，兖州刺史刘岱弟。汉庭任其为扬州刺史。为袁术所挡。袁术将孙策攻之。病死于围城汉,
崔州平,1235,崔,,Cui zhouping,汉,EastHan,,,,,,博陵安平,,博陵,安平,诸葛亮友。名不详，以字行。东汉太尉崔烈的儿子。,
徐庶,1236,徐,元直,Xu shu,汉，魏,Wei,,,,,,颍川长社,,颍川,长社,诸葛亮友。出身寒门。投魏后为右中郎将、御史中丞,
石韬,1237,石,广元,Shi tao,汉，魏,Wei,,,,,,颍川,,颍川,,与徐庶一同来荆州，与诸葛亮友。仕魏典农校尉、郡守,
孟建,1238,孟,公威,Meng jian,汉，魏,Wei,,,,,,汝南,,汝南,,诸葛亮友，仕魏，官至凉州刺史、征东将军,
黄祖,1239,黄,,Huang zu,汉,EastHan,,208,,,,,,,,刘表宿将，多次抵御孙坚，孙策，孙权,
张昭,1240,张,子布,Zhang zhao,汉，吴,Wu,156,236,81,,,徐州,,彭城,,早年逃难到江东，遂依孙氏,
袁准,1241,袁,孝尼,Yuan zhun,魏，晋,Jin,,,,袁涣,1347,陈郡阳夏,,陈郡,阳夏,袁涣四子，著《袁子正论》。入晋后官至给事中,
司马骏,1242,司马,子臧,Sima jun,晋,Jin,232,286,55,司马懿,133,,,,,司马懿第七子，封扶风王,
刘宝,1243,刘,道真,Liu bao,晋,Jin,,,,,,山阳高平,,山阳,高平,晋初人。其墓志在山东邹城出土，上记载其职位：“侍中、使持节、安北大将军、领护乌丸校尉、都督幽并州诸军事、关内侯”,
郭冲,1244,郭,,Guo chong,晋,Jin,,,,,,凉州金城,,金城,,魏末晋初人。其事仅见诸葛亮传裴松之注,
桓隰,1245,桓,,Huan xi,晋,Jin,,,,,,荥阳,,荥阳,,魏末晋初人。其事仅见诸葛亮传裴松之注,
许芝,1246,许,,Xu zhi,魏,Wei,,,,,,,,,,汉末为太史丞。曹魏太史令。220年向曹丕称符命，劝其篡逆,
诸葛璋,1247,诸葛,,Zhuge zhang,魏,Wei,,,,,,,,,,魏末晋初人。其事仅见诸葛亮传裴松之注,
张俨,1248,张,子节,Zhang yan,吴,Wu,,266,,,,吴郡吴县,,吴郡,吴县,仕孙吴。孙皓时官至大鸿胪。著有《默记》。后出师表即出自此书。张季鹰为其子。另一子张勃著有《吴录》,
阎芝,1249,阎,,Yan zhi,蜀,Shu,,229,,,,,,,,蜀将，官至巴西太守,
阳群,1250,阳,,Yang qun,蜀,Shu,,,,,,,,,,蜀将。其事仅见《后出师表》,
马玉,1251,马,,Ma yu,蜀,Shu,,,,,,,,,,蜀将。其事仅见《后出师表》,
丁立,1252,丁,,Ding li,蜀,Shu,,,,,,,,,,蜀将。其事仅见《后出师表》,
白寿,1253,白,,Bai shou,蜀,Shu,,,,,,,,,,蜀将。其事仅见《后出师表》,
刘合,1254,刘,,Liu he,蜀,Shu,,,,,,,,,,蜀将。其事仅见《后出师表》,
邓铜,1255,邓,,Deng tong,蜀,Shu,,,,,,,,,,蜀将。其事仅见《后出师表》,
陈震,1256,陈,孝起,Chen zhen,蜀,Shu,,235,,,,荆州,,南阳,,仕蜀汉至尚书令,
戴陵,1257,戴,,Dai ling,魏,Wei,,,,,,,,,,一作戴凌。曹魏长水校尉,
魏平,1258,魏,,Wei ping,魏,Wei,,,,,,,,,,魏将,
贾栩,1259,贾,,Jia xu,魏,Wei,,,,,,,,,,魏将,
习隆,1260,习,,Xi long,蜀,Shu,,,,,,南郡襄阳,,南郡,襄阳,官至蜀汉步兵校尉，掌校秘书,
向充,1261,向,,Xiang chong,蜀,Shu,,,,,,襄阳宜城,,襄阳,宜城,向朗的侄儿，向宠之弟。蜀汉世历射声校尉、尚书,
向宠,1262,向,,Xiang chong,蜀,Shu,,240,,,,襄阳宜城,,襄阳,宜城,240年征讨汉嘉郡的少数民族叛乱，遇害,
黄承彦,1263,黄,,Huang chengyan,汉,EastHan,,,,,,沔南,,沔南,,据《襄阳记》，其为诸葛亮岳父,
诸葛乔,1264,诸葛,伯松,Zhuge qiao,蜀,Shu,204,228,25,诸葛瑾,692,琅邪阳都,,琅邪,阳都,诸葛瑾次子。诸葛亮早年无子，养为己子,
诸葛攀,1265,诸葛,,Zhuge pan,蜀,Shu,,,,诸葛乔,1264,琅邪阳都,,琅邪,阳都,诸葛乔子，回宗于诸葛谨,
诸葛京,1266,诸葛,行宗,Zhuge jing,蜀，晋,Jin,,,,诸葛瞻,986,琅邪阳都,,琅邪,阳都,诸葛亮孙，诸葛瞻次子。蜀亡后内移河东。位至江州刺史,
诸葛显,1267,诸葛,,Zhuge xian,蜀，晋,Jin,,,,诸葛攀,1265,琅邪阳都,,琅邪,阳都,诸葛瑾孙，诸葛攀子。蜀亡后移河东,
陈祗,1268,陈,奉宗,Chen zhi,蜀,Shu,,258,,,,汝南,,汝南,,许靖哥哥的外孙。仕蜀，侍中，尚书令，镇军将军。刘禅宠臣。时姜维在外，陈祗与黄皓擅权于内。死后刘禅追谥“忠侯”,
